graph file,number of bags,largest bag size,number of vertice,total number of bag size,smallest bag size,density of edges
metropolitan-atlanta-rapid-transit-authority_20151217_1331_subgraph_bus.gr.bz2,7092.0,16.0,7322.0,29667.0,3.0,0.00016545295325033437
leetran_20150421_1336_subgraph_bus.gr.bz2,1234.0,6.0,1304.0,5118.0,3.0,0.0009605017208989166
bc-transit-archiver_20130426_0318_subgraph_tram+bus.gr.bz2,3875.0,24.0,3981.0,16913.0,3.0,0.0002875467515926783
rc.cnf.gr.xz,1882.0,68.0,1952.0,49018.0,14.0,0.0053093831662619426
soltrans_20151217_1055_subgraph_train+metro+tram+bus.gr.bz2,317.0,7.0,333.0,1336.0,3.0,0.0038351604616664856
modesto-area-express_20151217_1103_subgraph_metro+bus.gr.bz2,617.0,8.0,646.0,2682.0,3.0,0.002011183910528716
thomaskoch_20130528_1213_subgraph_train.gr.bz2,1059.0,54.0,1268.0,8166.0,3.0,0.0024007877721038046
he033.gr.xz,509.0,37.0,614.0,3458.0,4.0,0.003153710857586176
cit-sorel-varennes_20150821_1708.gr.bz2,199.0,6.0,212.0,837.0,3.0,0.006326567110793168
he090.gr.xz,1289.0,74.0,1558.0,8804.0,4.0,0.0011946544777282273
champaign-urbana-mass-transit-district_20151217_1253_subgraph_metro+bus.gr.bz2,2462.0,28.0,2562.0,11813.0,3.0,0.0004965493024076698
massachusetts-archiver_20151219_0121_subgraph_metro.gr.bz2,96.0,3.0,102.0,374.0,3.0,0.009900990099009901
mta-maryland-archiver_20111026_0315.gr.bz2,6718.0,40.0,6943.0,30286.0,3.0,0.00017401026500806895
diabetes-pp.dgf.bz2,90.0,5.0,116.0,540.0,6.0,0.020689655172413793
ex009.gr.xz,420.0,10.0,466.0,2116.0,3.0,0.003055055609395911
taisto-transport-aktsiaselts-archiver_20151217_1052.gml.lp.gr.bz2,2339.0,388.0,2811.0,30788.0,4.0,0.000975704242737289
anchorage-people-mover_20150328_0007.gr.bz2,1063.0,12.0,1079.0,4510.0,4.0,0.0009938426461662262
he012.gr.xz,772.0,33.0,921.0,4454.0,4.0,0.001904829344285512
tmg_20121204_1532_subgraph_bus.gr.bz2,165.0,6.0,193.0,679.0,3.0,0.006800518134715026
santa-fe-trails_20120504_1700_subgraph_metro+bus.gr.bz2,387.0,7.0,404.0,1608.0,3.0,0.002880623049898042
nmbssncb_20150811_0804.gml.lp.gr.bz2,105.0,10.0,125.0,633.0,4.0,0.01806451612903226
bibus_20151216_1418_subgraph_bus.gr.bz2,448.0,8.0,481.0,1860.0,3.0,0.002616077616077616
pvta_20151217_1050_subgraph_tram+bus.gr.bz2,1863.0,19.0,1938.0,8563.0,3.0,0.0006526535294170925
ruter.no_20151217_2005_subgraph_metro+bus.gr.bz2,11730.0,451.0,12408.0,74773.0,3.0,0.00012095145847711746
amat_20140723_2302.normalized.gr.bz2,4020.0,40.0,4200.0,19336.0,3.0,0.0002927567788248903
log-2.cnf.gr.xz,599.0,396.0,1176.0,20333.0,5.0,0.018141554494138082
orange-county-transportation-authority_20151202_1534_subgraph_tram+bus.gr.bz2,3879.0,40.0,4065.0,17662.0,3.0,0.0003305658056580566
embark_20150826_2040_subgraph_tram+bus.gr.bz2,1102.0,8.0,1156.0,4557.0,3.0,0.001071016641950898
redding-area-bus-authority_20151217_0916_subgraph_tram+bus.gr.bz2,318.0,5.0,329.0,1299.0,3.0,0.0034565201275113056
durham-area-transit-authority_20150227_1734_subgraph_bus.gr.bz2,834.0,5.0,883.0,3456.0,3.0,0.001363625858044237
cascades-east-transit_20151217_0811.gr.bz2,189.0,5.0,211.0,765.0,3.0,0.005822613405551794
burlington-transit_20150928_2046.gml.lp.gr.bz2,201.0,10.0,237.0,1195.0,4.0,0.007795179861260102
halifax-transit_20150930_1437_subgraph_tram+bus.gr.bz2,2376.0,26.0,2436.0,10659.0,3.0,0.0004772694321657007
utah-transit-authority_20151217_1021.gml.lp.gr.bz2,628.0,28.0,742.0,4601.0,4.0,0.0024717090258301777
taisto-transport-aktsiaselts-archiver_20151217_1052_subgraph_train+metro+tram.gr.bz2,140.0,3.0,156.0,448.0,3.0,0.00674110835401158
vilniaus-vieasis-transportas_20130407_1539_subgraph_bus.gr.bz2,465.0,5.0,512.0,1748.0,3.0,0.0024882277397260274
go-transit-city-of-oshkosh_20151216_1805_subgraph_train+metro+tram+bus.gr.bz2,243.0,4.0,249.0,981.0,3.0,0.00450187848166861
metlink-archiver_20150626_0331.gml.lp.gr.bz2,401.0,11.0,469.0,2350.0,3.0,0.0036994514606454904
d198.tsp-pp.dgf.bz2,141.0,17.0,189.0,1223.0,6.0,0.015535292131036813
pr439.tsp.dgf.bz2,320.0,24.0,439.0,2921.0,5.0,0.006745301172236611
regional-transportation-commission-of-southern-nevada_20130315_0353.gml.lp.gr.bz2,290.0,32.0,342.0,2211.0,4.0,0.005179125722419441
ex110.gr.xz,230.0,10.0,254.0,1193.0,3.0,0.005524260060377828
ex062.gr.xz,61.0,19.0,99.0,603.0,4.0,0.05658627087198516
alexandria-transit-company-dash_20151202_1518_subgraph_tram+bus.gr.bz2,459.0,7.0,481.0,1965.0,3.0,0.002676715176715177
tbc_20120105_0426.gr.bz2,1356.0,59.0,1446.0,7264.0,3.0,0.0009739311882917677
ex079.gr.xz,60.0,48.0,314.0,1506.0,7.0,0.050294051810097475
cit-des-laurentides_20140107_0139.gr.bz2,1228.0,8.0,1295.0,5176.0,3.0,0.000953614245731711
thomaskoch_20130224_1534_subgraph_metro+bus.gr.bz2,4612.0,11.0,4819.0,19145.0,3.0,0.0002487731255423069
taisto-transport-aktsiaselts-archiver_20151217_1052.gr.bz2,5378.0,387.0,5868.0,42744.0,3.0,0.0003245074962625869
u-trans_20151216_1720_subgraph_metro+bus.gr.bz2,183.0,5.0,190.0,764.0,4.0,0.006488443330548594
ladot_20151217_1313.gml.lp.gr.bz2,153.0,11.0,191.0,882.0,4.0,0.011160099200881785
d1291.tsp.dgf.bz2,886.0,44.0,1291.0,9363.0,5.0,0.0023087685166837796
embark_20150826_2040.gml.lp.gr.bz2,121.0,8.0,143.0,637.0,4.0,0.01250861814242096
cango.transit.update_20150409_1736.normalized_subgraph_train+metro+tram+bus.gr.bz2,6135.0,22.0,6326.0,26525.0,3.0,0.000181945643738933
transit-windsor_20150531_2336_subgraph_metro+bus.gr.bz2,803.0,7.0,823.0,3371.0,3.0,0.0014885307743020756
Promedas_31.gr.xz,803.0,74.0,1042.0,6689.0,5.0,0.002013419106462301
mvta-archiver_20151216_1601_subgraph_tram+bus.gr.bz2,863.0,10.0,890.0,3637.0,3.0,0.0013687895754603708
stib_20150902_2008.gml.lp.gr.bz2,279.0,16.0,321.0,1836.0,4.0,0.006318146417445483
view2gt_20150927_1744_subgraph_train+metro+tram+bus.gr.bz2,292.0,6.0,312.0,1209.0,3.0,0.004050210239920851
ex116.gr.xz,368.0,10.0,453.0,1723.0,4.0,0.003623825431244994
kingcounty_2015-12-23.gml.lp.gr.bz2,1425.0,46.0,1658.0,9821.0,3.0,0.001181521097395048
rvtd_20151202_1951_subgraph_tram+bus.gr.bz2,260.0,4.0,285.0,1034.0,3.0,0.004002965159377317
bc-transit-archiver_20130426_0318.gml.lp.gr.bz2,563.0,24.0,657.0,3665.0,4.0,0.0026705832126814417
sncf_20131211_1451_subgraph_train.gr.bz2,334.0,6.0,376.0,1302.0,3.0,0.0036879432624113474
vta_20140729_2023_subgraph_train+metro+tram+bus.gr.bz2,2629.0,27.0,2760.0,11917.0,3.0,0.00048746920486838856
taisto-transport-aktsiaselts-archiver_20150219_0134_subgraph_metro+bus.gr.bz2,5307.0,368.0,5772.0,41080.0,2.0,0.00032545574912582365
detroit-department-of-transportation_20151202_1517_subgraph_tram+bus.gr.bz2,4078.0,17.0,4227.0,16818.0,3.0,0.0002802393420880417
alexandria-transit-company-dash_20151202_1518.gr.bz2,461.0,7.0,481.0,1975.0,3.0,0.002676715176715177
university-of-nairobi-c4dlab_20141208_0940.normalized.gr.bz2,260.0,6.0,275.0,1029.0,3.0,0.004432647644326476
north-county-transit-district_20150930_1532_subgraph_tram+bus.gr.bz2,1360.0,9.0,1431.0,5759.0,3.0,0.0009025914686292045
thunder-bay-transit_20140717_1238.gr.bz2,619.0,7.0,644.0,2609.0,3.0,0.0019053736850748143
metlink-archiver_20110705_0254_subgraph_metro+bus.gr.bz2,2811.0,14.0,2904.0,12164.0,3.0,0.0004071023705884195
huntsville-shuttle_20151202_1652_subgraph_tram+bus.gr.bz2,430.0,5.0,443.0,1734.0,3.0,0.00252290532465808
dimacs_queen15_15.gr.bz2,58.0,107.0,225.0,2633.0,12.0,0.06878968253968254
comune-di-milano_20151202_1900_subgraph_tram+bus.gr.bz2,2149.0,18.0,2299.0,10010.0,3.0,0.0006339078821495402
redwood-coast-transit_20151216_1453.gr.bz2,102.0,5.0,113.0,417.0,3.0,0.010824905183312262
montgomery-county-md-ride-on_20151217_1442.gml.lp.gr.bz2,695.0,15.0,803.0,3923.0,3.0,0.0022422151346416026
mrc-de-lassomption_20151202_1944_subgraph_train+metro+tram+bus.gr.bz2,527.0,8.0,547.0,2223.0,3.0,0.002250035156799325
pace-suburban-bus-service_20121002_0305.gr.bz2,15033.0,34.0,15615.0,63059.0,3.0,7.526271918421283e-05
contiki_ifft_ifft.gr.bz2,164.0,3.0,172.0,645.0,3.0,0.006119951040391677
tillamook-archiver_20151217_0912_subgraph_bus.gr.bz2,163.0,4.0,182.0,633.0,3.0,0.00713375022767288
am_9_9.gaifman_6.gr.xz,156.0,20.0,212.0,1297.0,5.0,0.01073057319145131
metro-transit-system-city-of-madison_20131009_1415.gr.bz2,1989.0,17.0,2053.0,9173.0,3.0,0.0005825165283724003
Promedus_19.gr.xz,257.0,25.0,341.0,1919.0,5.0,0.005614973262032086
tptmdz_20150710_1428.gr.bz2,2678.0,69.0,2931.0,16469.0,3.0,0.0006651272789517259
bheema.upadhyaya_20100806_0727_subgraph_metro+bus.gr.bz2,460.0,7.0,473.0,1761.0,3.0,0.0024321854731787725
clemson-area-transit_20151216_1442_subgraph_bus.gr.bz2,106.0,3.0,121.0,404.0,3.0,0.009228650137741047
beaumont-pass-transit_20151216_1656_subgraph_metro+bus.gr.bz2,185.0,6.0,195.0,791.0,3.0,0.006344171292624901
green-bay-metro-transit_20110424_0431_subgraph_tram+bus.gr.bz2,655.0,6.0,679.0,2595.0,3.0,0.0016378415247131604
taisto-transport-aktsiaselts-archiver_20151219_0123.gr.bz2,5391.0,386.0,5879.0,42546.0,3.0,0.00032413337800572866
d1655.tsp.dgf.bz2,1161.0,45.0,1655.0,11645.0,5.0,0.001786386202815111
space-coast-area-transit_20151216_1729_subgraph_train+metro+tram+bus.gr.bz2,854.0,8.0,875.0,3543.0,4.0,0.0012919254658385092
timt4stic_20110831_0329.gml.lp.gr.bz2,399.0,12.0,467.0,2406.0,3.0,0.003758811149608036
municipalidad-de-bahia-blanca_20151216_1926.gr.bz2,3808.0,10.0,3849.0,14035.0,3.0,0.00026561425626117754
rivercities-transit_20151217_1058_subgraph_train+metro+tram+bus.gr.bz2,165.0,5.0,172.0,680.0,4.0,0.007037943696450428
LKS_13.gr.xz,255.0,12.0,293.0,1547.0,4.0,0.005657113469540418
kroA150.tsp.dgf.bz2,112.0,14.0,150.0,903.0,5.0,0.019328859060402683
taisto-transport-aktsiaselts-archiver_20150319_0103_subgraph_train+metro.gr.bz2,110.0,3.0,125.0,356.0,3.0,0.00864516129032258
massachusetts-archiver_20151219_0121_subgraph_metro+tram.gr.bz2,232.0,3.0,249.0,817.0,3.0,0.004064645679492163
Promedas_63_8.gr.xz,149.0,16.0,181.0,1051.0,5.0,0.011479435236341314
rliebenberg_20120529_2122_subgraph_bus.gr.bz2,459.0,8.0,488.0,1913.0,3.0,0.0025162419631736626
rat575.tsp.dgf.bz2,415.0,27.0,575.0,4055.0,5.0,0.005147704893198
mason-transit_20111111_0413_subgraph_bus.gr.bz2,92.0,6.0,108.0,388.0,3.0,0.013326410522672204
adamjernst_20081211_0356.normalized_subgraph_train+metro+tram.gr.bz2,208.0,7.0,248.0,802.0,3.0,0.006399373122632885
rseau-de-transport-de-longueuil_20151217_1019_subgraph_bus.gr.bz2,2136.0,16.0,2241.0,9646.0,3.0,0.0005904570663606808
victoria_regional_transit_2016-01.gml.lp.gr.bz2,925.0,22.0,1090.0,5775.0,4.0,0.0016048727474915966
transports-municipals-del-girones_20150226_1730_subgraph_train+metro+tram+bus.gr.bz2,181.0,5.0,205.0,744.0,3.0,0.00624103299856528
he066.gr.xz,52.0,55.0,121.0,1362.0,7.0,0.08712121212121213
pocatello-regional-transit_20150825_1840_subgraph_metro+bus.gr.bz2,216.0,7.0,229.0,941.0,4.0,0.005401057228223397
Promedas_27.gr.xz,635.0,61.0,836.0,5117.0,5.0,0.002286336418072945
Promedas_69_10.gr.xz,152.0,16.0,194.0,1065.0,5.0,0.010122322525506116
arlington-transit_20131014_0431_subgraph_metro+bus.gr.bz2,546.0,6.0,555.0,2249.0,3.0,0.001974176342407389
schwer_20151004_1324_subgraph_train+metro+tram.gr.bz2,99.0,6.0,113.0,424.0,3.0,0.018331226295828066
he054.gr.xz,23.0,12.0,51.0,207.0,5.0,0.09411764705882353
regional-transportation-commission-of-southern-nevada_20130315_0353_subgraph_tram+bus.gr.bz2,3078.0,32.0,3131.0,13454.0,3.0,0.000351835657645946
blacksburg-transit_20140809_0113.gr.bz2,276.0,11.0,291.0,1266.0,4.0,0.004408105225737646
pr136.tsp.dgf.bz2,101.0,14.0,136.0,801.0,5.0,0.02053376906318083
celar07pp.dgf.bz2,89.0,17.0,162.0,791.0,4.0,0.029292232190782915
translink-archiver_20151219_0124.gml.lp.gr.bz2,1432.0,34.0,1670.0,10204.0,4.0,0.001096787850302989
Promedus_14_9.gr.xz,136.0,15.0,173.0,908.0,4.0,0.011997580319935475
he021.gr.xz,589.0,37.0,717.0,4051.0,4.0,0.0027270673118128764
mulsol.i.5-pp.dgf.bz2,61.0,32.0,119.0,1644.0,20.0,0.1820253525138869
champaign-urbana-mass-transit-district_20151217_1253_subgraph_train+metro+tram+bus.gr.bz2,2465.0,28.0,2562.0,11804.0,3.0,0.0004965493024076698
montgomery-county-md-ride-on_20151217_1442_subgraph_metro+bus.gr.bz2,3044.0,15.0,3188.0,13275.0,3.0,0.0004187927823155471
cherriots_20151217_1111_subgraph_train+metro+tram+bus.gr.bz2,558.0,8.0,592.0,2335.0,3.0,0.0021207755979329584
tus_20150914_2049.gml.lp.gr.bz2,108.0,9.0,122.0,627.0,4.0,0.0159192521338572
he068.gr.xz,65.0,43.0,112.0,940.0,8.0,0.02702702702702703
ttc_20151217_1257_subgraph_train+metro+tram+bus.gr.bz2,8243.0,31.0,8747.0,37278.0,3.0,0.00015120012007122183
allegany-county-transit_20151202_1608_subgraph_metro+bus.gr.bz2,180.0,7.0,191.0,791.0,4.0,0.007109396527969138
thebus_20130419_0809_subgraph_train+metro+tram+bus.gr.bz2,3305.0,20.0,3469.0,14847.0,3.0,0.00037072465531750486
nmbssncb_20150811_0804_subgraph_train+metro.gr.bz2,599.0,10.0,631.0,2501.0,3.0,0.0023344150127034436
stebazzi81_20151219_1954_subgraph_train+metro+tram.gr.bz2,377.0,4.0,395.0,1285.0,3.0,0.0024930925914026856
pr264.tsp.dgf.bz2,189.0,18.0,264.0,1778.0,5.0,0.01111879248761378
ex088.gr.xz,104.0,56.0,387.0,2564.0,7.0,0.0390073770601545
crt-lanaudire_20151202_1946_subgraph_tram+bus.gr.bz2,400.0,9.0,432.0,1660.0,3.0,0.002765962017702157
jonesiom_20140515_1153_subgraph_tram+bus.gr.bz2,166.0,10.0,179.0,785.0,3.0,0.008944824555897308
ex181.gr.xz,66.0,23.0,109.0,953.0,5.0,0.06218144750254842
u-trans_20151216_1720.gr.bz2,183.0,5.0,190.0,764.0,4.0,0.006488443330548594
transperth-archiver_20091103_0330_subgraph_train.gr.bz2,107.0,4.0,142.0,385.0,3.0,0.008840275696733593
santa-rosa-citybus_20130423_1906.gr.bz2,403.0,6.0,414.0,1694.0,4.0,0.002871647307903756
roseville-transit_20151202_1741_subgraph_metro+bus.gr.bz2,199.0,7.0,207.0,855.0,4.0,0.00595656864124572
ex026.gr.xz,141.0,13.0,176.0,769.0,4.0,0.01
capital-area-transportation-authority_20150918_1406_subgraph_tram+bus.gr.bz2,1298.0,12.0,1317.0,5614.0,3.0,0.0008562335417373464
view2gt_20150927_1744.gr.bz2,292.0,6.0,312.0,1209.0,3.0,0.004050210239920851
blacksburg-transit_20140809_0113_subgraph_bus.gr.bz2,277.0,11.0,291.0,1273.0,4.0,0.004408105225737646
city-of-lodi-transitgrapeline_20130618_0428.gr.bz2,161.0,9.0,169.0,734.0,4.0,0.007959988729219498
cango.transit.update_20150409_1736.normalized.gml.lp.gr.bz2,936.0,22.0,1110.0,5786.0,3.0,0.0015914020422586699
chicago-transit-authority_20151217_1219_subgraph_train+metro+tram+bus.gr.bz2,6164.0,30.0,6406.0,26046.0,3.0,0.0001843509804796099
he158.gr.xz,257.0,484.0,6220.0,62329.0,21.0,0.02231068672965174
redwood-coast-transit_20151216_1453_subgraph_train+metro+tram+bus.gr.bz2,100.0,5.0,113.0,409.0,3.0,0.010824905183312262
mta-bus-company_20140205_0119_subgraph_bus.gr.bz2,2468.0,14.0,2647.0,10428.0,3.0,0.000488723382565468
sacramento-regional-transit_20151217_1028_subgraph_tram+bus.gr.bz2,2975.0,19.0,3034.0,12602.0,3.0,0.0003640464666736651
sonomacounty-ca-us-archiver_20140630_0109_subgraph_tram+bus.gr.bz2,757.0,7.0,805.0,3299.0,3.0,0.0016764006056673155
suntran_20150829_0115_subgraph_tram+bus.gr.bz2,126.0,3.0,131.0,504.0,4.0,0.008162066940692894
brockton-area-transit-authority_20151202_1536_subgraph_bus.gr.bz2,819.0,5.0,844.0,3291.0,4.0,0.0012593254737930995
corpus-christi-regional-transportation_20130903_2036.gr.bz2,1155.0,11.0,1204.0,4978.0,3.0,0.0010501155748502498
cdta_20151216_1721_subgraph_train+metro+tram+bus.gr.bz2,1938.0,21.0,2049.0,8653.0,3.0,0.0006410329734016593
bc-transit-archiver_20130426_0318_subgraph_bus.gr.bz2,3876.0,25.0,3981.0,16907.0,3.0,0.0002875467515926783
graph14.dgf.bz2,333.0,116.0,458.0,5292.0,5.0,0.0066792160759844435
intercity-transit_20151216_1518_subgraph_train+metro+tram+bus.gr.bz2,942.0,10.0,961.0,3979.0,3.0,0.0011576482830385015
city-of-albany-linn-benton-loop-archiver_20130218_0424_subgraph_tram+bus.gr.bz2,378.0,10.0,403.0,1688.0,3.0,0.003277656383096922
belgium_2016.gml.lp.gr.bz2,111.0,9.0,133.0,643.0,4.0,0.016917293233082706
the-metro_20110104_0843_subgraph_bus.gr.bz2,4969.0,34.0,5063.0,21677.0,3.0,0.00022033714587739328
stebazzi81_20151219_1954.gr.bz2,6682.0,66.0,6999.0,32506.0,3.0,0.0001795054950282572
louisville_ky_2015-12-22.gml.lp.gr.bz2,438.0,28.0,518.0,2763.0,3.0,0.0033793118899501876
jehiah_20081017_1645.normalized_subgraph_train+metro+tram.gr.bz2,192.0,7.0,225.0,753.0,3.0,0.007261904761904762
Promedas_49.gr.xz,428.0,36.0,558.0,3462.0,5.0,0.003613186360623669
field.edge.bz2,735.0,5.0,746.0,2876.0,3.0,0.001653561725174083
waukesha-county-transit_20151216_1950_subgraph_train+metro+tram+bus.gr.bz2,562.0,5.0,603.0,2336.0,3.0,0.0020826102047900035
taisto-transport-aktsiaselts-archiver_20150319_0103.gml.lp.gr.bz2,2253.0,376.0,2720.0,28635.0,4.0,0.0010155928866581571
bc-transit-archiver_20130419_0317_subgraph_tram+bus.gr.bz2,3870.0,24.0,3981.0,16858.0,3.0,0.0002875467515926783
mta-maryland-archiver_20150819_0130_subgraph_tram+bus.gr.bz2,5867.0,41.0,6047.0,26480.0,3.0,0.00019627921779996488
graph10-wpp.dgf.bz2,232.0,93.0,335.0,4054.0,5.0,0.011305746715524175
he030.gr.xz,551.0,41.0,661.0,3731.0,4.0,0.002940906798698024
terre-haute-transit_20151217_1025_subgraph_tram+bus.gr.bz2,107.0,5.0,112.0,435.0,4.0,0.01101994851994852
regional-transportation-district_20151219_0114_subgraph_bus.gr.bz2,5991.0,43.0,6275.0,27199.0,3.0,0.000211636717395639
taisto-transport-aktsiaselts-archiver_20151202_1913.gml.lp.gr.bz2,2329.0,392.0,2803.0,30616.0,4.0,0.0009791181723059544
wmata-archiver_20151219_0103.gml.lp.gr.bz2,1793.0,31.0,2135.0,11507.0,3.0,0.0008832134571529535
chicago-transit-authority_20151217_1219_subgraph_train+metro+tram.gr.bz2,140.0,3.0,145.0,447.0,3.0,0.007375478927203065
ex122.gr.xz,21.0,77.0,131.0,654.0,15.0,0.24034057545507928
kingcounty-archiver_20151217_1106.gml.lp.gr.bz2,1426.0,46.0,1658.0,9827.0,3.0,0.001181521097395048
annapolis-transit_20150811_1647.gr.bz2,143.0,7.0,152.0,631.0,3.0,0.009193098640641339
a1210993_20150717_0403.gr.bz2,7108.0,60.0,7351.0,33327.0,3.0,0.00016141077571009359
celar01-pp.dgf.bz2,87.0,17.0,157.0,903.0,4.0,0.03282704556589907
school1.dgf.bz2,113.0,226.0,385.0,10980.0,3.0,0.1291599025974026
ex104.gr.xz,10.0,541.0,1038.0,1365.0,15.0,0.2703784631449472
annapolis-transit_20150811_1647_subgraph_bus.gr.bz2,143.0,7.0,152.0,631.0,3.0,0.009193098640641339
stebazzi81_20151219_2019_subgraph_tram+bus.gr.bz2,663.0,10.0,715.0,2840.0,3.0,0.0018177900530841706
escambia-county-area-transit_20151216_1643.gr.bz2,924.0,9.0,946.0,3909.0,3.0,0.0012360593755942593
green-bay-metro-transit_20110424_0431_subgraph_bus.gr.bz2,657.0,6.0,679.0,2603.0,3.0,0.0016378415247131604
ex191.gr.xz,387.0,17.0,492.0,2799.0,4.0,0.0066564005762257215
le450_5a.dgf.bz2,130.0,316.0,450.0,9223.0,15.0,0.028280128681019548
ex006.gr.xz,332.0,8.0,370.0,1620.0,3.0,0.0041089870358163045
he160.gr.xz,54057.0,673.0,62914.0,1033076.0,4.0,0.0001169690022659667
omnibus-solutions-ltd_20150902_0841_subgraph_train+metro+tram+bus.gr.bz2,616.0,13.0,643.0,2825.0,3.0,0.001916154319462411
eil101.tsp.dgf.bz2,69.0,15.0,101.0,594.0,5.0,0.028712871287128714
asheville-transit-service_20151217_0854_subgraph_bus.gr.bz2,438.0,5.0,485.0,1781.0,3.0,0.002530459231490159
Promedus_23.gr.xz,169.0,22.0,219.0,1197.0,5.0,0.008294583385698127
he135.gr.xz,5903.0,524.0,8282.0,95159.0,4.0,0.0004886324854692638
redding-area-bus-authority_20151217_0916.gr.bz2,317.0,5.0,329.0,1296.0,3.0,0.0034565201275113056
mldickens_20150211_2214_subgraph_train+metro+tram+bus.gr.bz2,2502.0,26.0,2568.0,10896.0,3.0,0.00046829092471301824
barrie-transit_20150717_0210_subgraph_metro+bus.gr.bz2,461.0,7.0,484.0,2056.0,3.0,0.0028617627431856683
jefferson-transit-authority_20151001_0700_subgraph_bus.gr.bz2,218.0,7.0,236.0,921.0,3.0,0.005102776776054814
celar04.dgf.bz2,242.0,17.0,340.0,1496.0,3.0,0.008754121117473538
santa-fe-trails_20120504_1700_subgraph_train+metro+tram+bus.gr.bz2,389.0,7.0,404.0,1619.0,3.0,0.002880623049898042
rpsrute@ruter.no_20150416_0935_subgraph_metro+tram.gr.bz2,161.0,5.0,172.0,537.0,3.0,0.006085951312389501
huston_2015-12.gml.lp.gr.bz2,1062.0,40.0,1186.0,6232.0,3.0,0.0016479176894998613
manatee-county-area-transit_20151219_0128_subgraph_bus.gr.bz2,895.0,6.0,927.0,3679.0,3.0,0.0012581517750424626
myciti_20131022_0552_subgraph_metro+bus.gr.bz2,110.0,3.0,122.0,424.0,3.0,0.00941606828343043
bkk_20151219_0150_subgraph_metro+tram.gr.bz2,292.0,4.0,315.0,969.0,3.0,0.003386917399656253
he071.gr.xz,25.0,69.0,96.0,963.0,11.0,0.13826754385964912
napa-county_20121130_1137_subgraph_train+metro+tram+bus.gr.bz2,303.0,6.0,321.0,1304.0,3.0,0.0044392523364485985
ex170.gr.xz,294.0,10.0,361.0,1451.0,4.0,0.004832256078793475
butte-silver-bow_20151216_1833_subgraph_tram+bus.gr.bz2,111.0,5.0,119.0,478.0,3.0,0.010397379290699331
a280.tsp.dgf.bz2,211.0,18.0,280.0,1744.0,5.0,0.010087045570916539
metro-valencia_20120820_0636.gr.bz2,126.0,4.0,129.0,416.0,3.0,0.008054748062015504
city-of-albany-linn-benton-loop-archiver_20130218_0424_subgraph_bus.gr.bz2,378.0,10.0,403.0,1691.0,3.0,0.003277656383096922
transperth-archiver_20130706_0329_subgraph_train+metro.gr.bz2,115.0,4.0,145.0,420.0,3.0,0.008955938697318007
university-of-nairobi_20130313_1509.normalized_subgraph_tram+bus.gr.bz2,91.0,3.0,115.0,338.0,3.0,0.010068649885583524
Promedas_21.gr.xz,894.0,78.0,1142.0,7710.0,5.0,0.0017620577396237362
glendale-beeline_20151202_1859.gr.bz2,187.0,6.0,209.0,759.0,3.0,0.0059578579315421425
central-ohio-transit-authority_20140902_2141_subgraph_tram+bus.gr.bz2,2485.0,22.0,2639.0,11078.0,3.0,0.0004972936138134433
rpsrute@ruter.no_20150319_1558_subgraph_metro+bus.gr.bz2,11707.0,471.0,12387.0,75711.0,3.0,0.00012268504568559589
cit-sorel-varennes_20150821_1708_subgraph_train+metro+tram+bus.gr.bz2,199.0,6.0,212.0,836.0,3.0,0.006326567110793168
citygo_20090102_2309_subgraph_tram+bus.gr.bz2,98.0,4.0,101.0,397.0,3.0,0.01089108910891089
tptmdz_20150710_1428_subgraph_metro+bus.gr.bz2,2654.0,67.0,2908.0,16337.0,3.0,0.0006724980588050756
nrw1379.tsp.dgf.bz2,969.0,49.0,1379.0,10113.0,5.0,0.0021654908638914
carta_20140520_1901_subgraph_metro+bus.gr.bz2,912.0,9.0,958.0,3808.0,3.0,0.0012783511451713884
yeast_primal_graph-pp.dgf.bz2,170.0,40.0,213.0,2339.0,6.0,0.03182301355301621
beaumont-pass-transit_20151216_1656_subgraph_bus.gr.bz2,185.0,6.0,195.0,791.0,3.0,0.006344171292624901
gautrain-management-agency_20111002_1801_subgraph_train+metro+tram+bus.gr.bz2,270.0,3.0,329.0,976.0,3.0,0.0031877826377047966
empresa-municipal-de-transportes_20151219_0107_subgraph_metro+bus.gr.bz2,2990.0,28.0,3252.0,15089.0,3.0,0.0004557212597656583
ch130.tsp-pp.dgf.bz2,91.0,14.0,125.0,754.0,6.0,0.023419354838709678
sncf_20131211_1451_subgraph_train+metro.gr.bz2,335.0,6.0,376.0,1306.0,3.0,0.0036879432624113474
erhs.edge.bz2,204.0,4.0,211.0,805.0,3.0,0.0058903182125930945
corpus-christi-regional-transportation_20130903_2036_subgraph_tram+bus.gr.bz2,1154.0,11.0,1204.0,4980.0,3.0,0.0010501155748502498
graph08-pp.dgf.bz2,213.0,89.0,314.0,3402.0,5.0,0.0119350440568975
empresa-publica-de-transportes-e-circulao_20141104_0243_subgraph_train+metro+tram+bus.gr.bz2,849.0,19.0,930.0,4211.0,3.0,0.002586895378311747
fairfax-connector_20151202_1555_subgraph_metro+bus.gr.bz2,1717.0,12.0,1832.0,7581.0,3.0,0.0007745069747364053
celar07.dgf.bz2,122.0,17.0,200.0,885.0,3.0,0.020527638190954774
laketahoe-ca-us-archiver_20151216_1536_subgraph_train+metro+tram+bus.gr.bz2,298.0,6.0,327.0,1267.0,3.0,0.003921127183354909
